No.,Time,T.amb (°C),T.D.REF - normal PV (°C),T.U.REF - normal PV (°C),T.D.CPV-HNEPCM-HNF (°C),T.U.CPV-HNEPCM-HNF (°C),T.F.IN Hybrid NF (°C),T.F.DELTA Hybrid NF (°C),V.REF - normal PV (V),V.CPV-Hybrid (V),I.REF - normal PV (A),I.CPV-Hybrid (A),Direct POA irradiance - reference (W/m2),Effective irradiance - CPV hybrid (W/m2),Ceff - mirrors,P(max) REF (W),P(max) CPV Hybrid (W),Isc REF (A),Isc CPV Hybrid (A),Voc REF (V),Voc CPV Hybrid (V),FF REF,FF CPV Hybrid,P.REF normal PV (W),P.CPV-HNEPCM-HNF (W),AREA (m2),ζele.REF (%),ζele.CPV-Hybrid (%),m Hybrid NF (kg/s),Cp Hybrid NF (J/kg�K),Q.CPV-Hybrid (W),ζth.CPV-Hybrid (%),ζtotal.REF (%),ζtotal.CPV-Hybrid (%)
56,08:27:30,29.570,53.150,51.200,38.810,37.440,30.520,0.800,16.982,17.819,0.560,0.818,534.100,765.200,1.433,9.502,14.578,0.611,0.894,20.727,21.644,0.750,0.753,9.510,14.576,0.189,9.421,10.079,0.018,4155.000,60.829,42.061,9.421,52.139,ON,Intermittent thin clouds; Hybrid loop operating; Ceff=1.43x
57,08:28:00,29.580,53.280,51.320,38.860,37.490,30.530,0.806,16.975,17.816,0.563,0.823,537.200,770.200,1.434,9.553,14.671,0.615,0.900,20.719,21.641,0.750,0.753,9.557,14.663,0.189,9.413,10.073,0.018,4155.000,61.285,42.101,9.413,52.174,ON,Intermittent thin clouds; Hybrid loop operating; Ceff=1.43x
58,08:28:30,29.600,53.420,51.450,38.920,37.540,30.540,0.812,16.967,17.813,0.566,0.828,540.200,774.900,1.435,9.599,14.757,0.618,0.905,20.710,21.637,0.750,0.754,9.603,14.749,0.189,9.406,10.071,0.018,4155.000,61.742,42.157,9.406,52.228,ON,Intermittent thin clouds; Hybrid loop operating; Ceff=1.43x
59,08:29:00,29.620,53.570,51.590,38.990,37.610,30.550,0.817,16.958,17.809,0.568,0.833,542.700,779.000,1.435,9.637,14.830,0.621,0.910,20.700,21.632,0.750,0.753,9.632,14.835,0.189,9.391,10.076,0.018,4155.000,62.122,42.193,9.391,52.269,ON,Intermittent thin clouds; Hybrid loop operating; Ceff=1.44x
60,08:29:30,29.630,53.730,51.740,39.060,37.670,30.560,0.821,16.949,17.804,0.570,0.836,544.600,782.200,1.436,9.665,14.888,0.623,0.914,20.690,21.628,0.750,0.753,9.661,14.884,0.189,9.386,10.068,0.018,4155.000,62.426,42.227,9.386,52.295,ON,Intermittent thin clouds; Hybrid loop operating; Ceff=1.44x
61,08:30:00,29.650,53.890,51.880,39.140,37.740,30.570,0.824,16.940,17.800,0.572,0.839,545.900,784.600,1.437,9.682,14.929,0.625,0.917,20.680,21.623,0.749,0.753,9.690,14.934,0.189,9.391,10.071,0.018,4155.000,62.654,42.251,9.391,52.322,ON,Intermittent thin clouds; Hybrid loop operating; Ceff=1.44x
62,08:30:30,29.670,54.040,52.030,39.210,37.800,30.580,0.827,16.932,17.796,0.572,0.840,546.700,786.200,1.438,9.690,14.956,0.625,0.918,20.671,21.619,0.750,0.754,9.685,14.949,0.189,9.373,10.060,0.018,4155.000,62.882,42.319,9.373,52.379,ON,Intermittent thin clouds; Hybrid loop operating; Ceff=1.44x
63,08:31:00,29.680,54.180,52.160,39.280,37.860,30.590,0.828,16.924,17.792,0.573,0.842,547.100,787.400,1.439,9.692,14.973,0.626,0.920,20.662,21.614,0.749,0.753,9.697,14.981,0.189,9.378,10.067,0.018,4155.000,62.958,42.305,9.378,52.372,ON,Intermittent thin clouds; Hybrid loop operating; Ceff=1.44x
64,08:31:30,29.700,54.300,52.270,39.340,37.920,30.600,0.829,16.916,17.789,0.573,0.843,547.500,788.300,1.440,9.693,14.988,0.626,0.921,20.654,21.611,0.750,0.753,9.693,14.996,0.189,9.367,10.065,0.018,4155.000,63.034,42.308,9.367,52.373,ON,Intermittent thin clouds; Hybrid loop operating; Ceff=1.44x
65,08:32:00,29.720,54.410,52.370,39.390,37.960,30.620,0.831,16.910,17.786,0.573,0.844,547.900,789.500,1.441,9.696,15.008,0.627,0.922,20.647,21.608,0.749,0.753,9.689,15.011,0.189,9.357,10.060,0.018,4155.000,63.186,42.346,9.357,52.406,ON,Intermittent thin clouds; Hybrid loop operating; Ceff=1.44x
66,08:32:30,29.740,54.500,52.460,39.430,38.000,30.630,0.833,16.905,17.784,0.574,0.846,548.800,791.200,1.442,9.708,15.038,0.628,0.924,20.642,21.605,0.749,0.753,9.703,15.045,0.189,9.355,10.061,0.018,4155.000,63.338,42.356,9.355,52.418,ON,Intermittent thin clouds; Hybrid loop operating; Ceff=1.44x
